02965985-a	http://wnpt.brlcloud.com/wn/synset?id=02965985-a	Chilean	adj.pert	Nation@	08720481-n	http://wnpt.brlcloud.com/wn/synset?id=08720481-n	Chile	noun.location	Chile=
02964782-a	http://wnpt.brlcloud.com/wn/synset?id=02964782-a	Chinese	adj.pert	Nation@	08730550-n	http://wnpt.brlcloud.com/wn/synset?id=08730550-n	China	noun.location	GeopoliticalArea@
02967618-a	http://wnpt.brlcloud.com/wn/synset?id=02967618-a	Colombian	adj.pert	Nation@	08732116-n	http://wnpt.brlcloud.com/wn/synset?id=08732116-n	Colombia	noun.location	Colombia=
03056115-a	http://wnpt.brlcloud.com/wn/synset?id=03056115-a	Congolese	adj.pert	LandArea@	08734385-n	http://wnpt.brlcloud.com/wn/synset?id=08734385-n	Congo	noun.location	DemocraticRepublicOfTheCongo=
02886263-a	http://wnpt.brlcloud.com/wn/synset?id=02886263-a	Continental	adj.pert	Europe@	08696737-n	http://wnpt.brlcloud.com/wn/synset?id=08696737-n	Continent	noun.location	Continent=
02704686-a	http://wnpt.brlcloud.com/wn/synset?id=02704686-a	corinthian	adj.pert	nil	08786432-n	http://wnpt.brlcloud.com/wn/synset?id=08786432-n	Corinth	noun.location	City@
02704344-a	http://wnpt.brlcloud.com/wn/synset?id=02704344-a	Cornish	adj.pert	nil	08881398-n	http://wnpt.brlcloud.com/wn/synset?id=08881398-n	Cornwall	noun.location	LandArea@
03025252-a	http://wnpt.brlcloud.com/wn/synset?id=03025252-a	Corsican	adj.pert	Island@	08941895-n	http://wnpt.brlcloud.com/wn/synset?id=08941895-n	Corsica	noun.location	LandArea@
03056693-a	http://wnpt.brlcloud.com/wn/synset?id=03056693-a	Costa_Rican	adj.pert	Nation@	08736107-n	http://wnpt.brlcloud.com/wn/synset?id=08736107-n	Costa_Rica	noun.location	CostaRica=
02964107-a	http://wnpt.brlcloud.com/wn/synset?id=02964107-a	Croatian	adj.pert	GeopoliticalArea@	08815858-n	http://wnpt.brlcloud.com/wn/synset?id=08815858-n	Croatia	noun.location	Croatia=
02969591-a	http://wnpt.brlcloud.com/wn/synset?id=02969591-a	Cuban	adj.pert	Nation@	08750334-n	http://wnpt.brlcloud.com/wn/synset?id=08750334-n	Cuba	noun.location	Cuba=
03058754-a	http://wnpt.brlcloud.com/wn/synset?id=03058754-a	Cyprian	adj.pert	GeopoliticalArea@	08756735-n	http://wnpt.brlcloud.com/wn/synset?id=08756735-n	Cyprus	noun.location	Island@
03058754-a	http://wnpt.brlcloud.com/wn/synset?id=03058754-a	Cypriot	adj.pert	GeopoliticalArea@	08756735-n	http://wnpt.brlcloud.com/wn/synset?id=08756735-n	Cyprus	noun.location	Island@
03058754-a	http://wnpt.brlcloud.com/wn/synset?id=03058754-a	Cypriote	adj.pert	GeopoliticalArea@	08756735-n	http://wnpt.brlcloud.com/wn/synset?id=08756735-n	Cyprus	noun.location	Island@
02961688-a	http://wnpt.brlcloud.com/wn/synset?id=02961688-a	Czech	adj.pert	Nation@	08757569-n	http://wnpt.brlcloud.com/wn/synset?id=08757569-n	Czechoslovakia	noun.location	Nation@
02961688-a	http://wnpt.brlcloud.com/wn/synset?id=02961688-a	Czechoslovakian	adj.pert	Nation@	08757569-n	http://wnpt.brlcloud.com/wn/synset?id=08757569-n	Czechoslovakia	noun.location	Nation@
03059551-a	http://wnpt.brlcloud.com/wn/synset?id=03059551-a	Dalmatian	adj.pert	GeographicArea@	08819223-n	http://wnpt.brlcloud.com/wn/synset?id=08819223-n	Dalmatia	noun.location	LandArea@
03059688-a	http://wnpt.brlcloud.com/wn/synset?id=03059688-a	damascene	adj.pert	City@	09033936-n	http://wnpt.brlcloud.com/wn/synset?id=09033936-n	Damascus	noun.location	City@
02960338-a	http://wnpt.brlcloud.com/wn/synset?id=02960338-a	Danish	adj.pert	Nation@	08761244-n	http://wnpt.brlcloud.com/wn/synset?id=08761244-n	Denmark	noun.location	Denmark=
03060601-a	http://wnpt.brlcloud.com/wn/synset?id=03060601-a	Delphian	adj.pert	City@	08786855-n	http://wnpt.brlcloud.com/wn/synset?id=08786855-n	Delphi	noun.location	City@
03060601-a	http://wnpt.brlcloud.com/wn/synset?id=03060601-a	Delphic	adj.pert	City@	08786855-n	http://wnpt.brlcloud.com/wn/synset?id=08786855-n	Delphi	noun.location	City@
03017659-a	http://wnpt.brlcloud.com/wn/synset?id=03017659-a	Dipylon	adj.pert	GeopoliticalArea@	08785958-n	http://wnpt.brlcloud.com/wn/synset?id=08785958-n	Dipylon_gate	noun.location	StationaryArtifact@
03061762-a	http://wnpt.brlcloud.com/wn/synset?id=03061762-a	Djiboutian	adj.pert	Nation@	08762495-n	http://wnpt.brlcloud.com/wn/synset?id=08762495-n	Djibouti	noun.location	Djibouti=
03062595-a	http://wnpt.brlcloud.com/wn/synset?id=03062595-a	Dominican	adj.pert	Nation@	08752021-n	http://wnpt.brlcloud.com/wn/synset?id=08752021-n	Dominican_Republic	noun.location	DominicanRepublic=
02847207-a	http://wnpt.brlcloud.com/wn/synset?id=02847207-a	Dorian	adj.pert	nil	08783444-n	http://wnpt.brlcloud.com/wn/synset?id=08783444-n	Doris	noun.location	CognitiveAgent@
02960686-a	http://wnpt.brlcloud.com/wn/synset?id=02960686-a	Dutch	adj.pert	Nation@	08949093-n	http://wnpt.brlcloud.com/wn/synset?id=08949093-n	Netherlands	noun.location	Netherlands=
02941957-a	http://wnpt.brlcloud.com/wn/synset?id=02941957-a	East_African	adj.pert	nil	08699426-n	http://wnpt.brlcloud.com/wn/synset?id=08699426-n	East_Africa	noun.location	GeographicArea@
02957699-a	http://wnpt.brlcloud.com/wn/synset?id=02957699-a	East_German	adj.pert	Nation@	08768647-n	http://wnpt.brlcloud.com/wn/synset?id=08768647-n	East_Germany	noun.location	Nation@
02942077-a	http://wnpt.brlcloud.com/wn/synset?id=02942077-a	East_Indian	adj.pert	nil	08841956-n	http://wnpt.brlcloud.com/wn/synset?id=08841956-n	East_Indies	noun.location	LandArea@
03046349-a	http://wnpt.brlcloud.com/wn/synset?id=03046349-a	East_Pakistani	adj.pert	Nation@	08848731-n	http://wnpt.brlcloud.com/wn/synset?id=08848731-n	Bangladesh	noun.location	Bangladesh=
02966324-a	http://wnpt.brlcloud.com/wn/synset?id=02966324-a	Ecuadorian	adj.pert	Nation@	08776687-n	http://wnpt.brlcloud.com/wn/synset?id=08776687-n	Ecuador	noun.location	Ecuador=
02971469-a	http://wnpt.brlcloud.com/wn/synset?id=02971469-a	Egyptian	adj.pert	Nation@	08897065-n	http://wnpt.brlcloud.com/wn/synset?id=08897065-n	Egypt	noun.location	Egypt=
03003344-a	http://wnpt.brlcloud.com/wn/synset?id=03003344-a	English	adj.pert	UnitedKingdom=	08871007-n	http://wnpt.brlcloud.com/wn/synset?id=08871007-n	England	noun.location	UnitedKingdom=
